gene	cluster
X210118_s_at	1
X210120_s_at	1
X210121_at	1
X210122_at	1
X210123_s_at	1
X210125_s_at	1
X210126_at	1
X210127_at	1
X210131_x_at	1
X210132_at	1
X210138_at	1
X210145_at	1
X210147_at	1
X210148_at	1
X210149_s_at	1
X210153_s_at	1
X210154_at	1
X210156_s_at	1
X210157_at	1
X210158_at	1
X210160_at	1
X210167_s_at	1
X210171_s_at	1
X210173_at	1
X210175_at	1
X210178_x_at	1
X210180_s_at	1
X210182_at	1
X210186_s_at	1
X210187_at	1
X210188_at	1
X210190_at	1
X210191_s_at	1
X210192_at	1
X210198_s_at	1
X210202_s_at	1
X210204_s_at	1
X210206_s_at	1
X210211_s_at	1
X210212_x_at	1
X210213_s_at	1
X210214_s_at	1
X210215_at	1
X210216_x_at	1
X210218_s_at	1
X210220_at	1
X210223_s_at	1
X210231_x_at	1
X210232_at	1
X210233_at	1
X210235_s_at	1
X210236_at	1
X210240_s_at	1
X210242_x_at	1
X210243_s_at	1
X210250_x_at	1
X210253_at	1
X210255_at	1
X210256_s_at	1
X210257_x_at	1
X210260_s_at	1
X210261_at	1
X210262_at	1
X210265_x_at	1
X210277_at	1
X210278_s_at	1
X210283_x_at	1
X210284_s_at	1
X210285_x_at	1
X210286_s_at	1
X210290_at	1
X210291_s_at	1
X210293_s_at	1
X210296_s_at	1
X210300_at	1
X210301_at	1
X210317_s_at	1
X210320_s_at	1
X210322_x_at	1
X210324_at	1
X210332_at	1
X210333_at	1
X210334_x_at	1
X210335_at	1
X210337_s_at	1
X210338_s_at	1
X210343_s_at	1
X210347_s_at	1
X210350_x_at	1
X210353_s_at	1
X210357_s_at	1
X210359_at	1
X210360_s_at	1
X210361_s_at	1
X210362_x_at	1
X210371_s_at	1
X210372_s_at	1
X210376_x_at	1
X210378_s_at	1
X210379_s_at	1
X210381_s_at	1
X210383_at	1
X210386_s_at	1
X210396_s_at	1
X210397_at	1
X210398_x_at	1
X210405_x_at	1
X210406_s_at	1
X210410_s_at	1
X210413_x_at	1
X210415_s_at	1
X210416_s_at	1
X210417_s_at	1
X210418_s_at	1
X210419_at	1
X210427_x_at	1
X210429_at	1
X210431_at	1
X210434_x_at	1
X210436_at	1
X210438_x_at	1
X210445_at	1
X210447_at	1
X210448_s_at	1
X210449_x_at	1
X210453_x_at	1
X210455_at	1
X210457_x_at	1
X210458_s_at	1
X210459_at	1
X210460_s_at	1
X210461_s_at	1
X210462_at	1
X210463_x_at	1
X210465_s_at	1
X210466_s_at	1
X210467_x_at	1
X210470_x_at	1
X210471_s_at	1
X210472_at	1
X210473_s_at	1
X210474_s_at	1
X210477_x_at	1
X210483_at	1
X210484_s_at	1
X210491_at	1
X210492_at	1
X210493_s_at	1
X210496_at	1
X210501_x_at	1
X210502_s_at	1
X210503_at	1
X210506_at	1
X210510_s_at	1
X210512_s_at	1
X210513_s_at	1
X210516_at	1
X210519_s_at	1
X210524_x_at	1
X210527_x_at	1
X210529_s_at	1
X210530_s_at	1
X210531_at	1
X210534_s_at	1
X210537_s_at	1
X210538_s_at	1
X210540_s_at	1
X210541_s_at	1
X210543_s_at	1
X210546_x_at	1
X210550_s_at	1
X210555_s_at	1
X210557_x_at	1
X210558_at	1
X210559_s_at	1
X210563_x_at	1
X210567_s_at	1
X210568_s_at	1
X210570_x_at	1
X210573_s_at	1
X210574_s_at	1
X210581_x_at	1
X210585_s_at	1
X210587_at	1
X210588_x_at	1
X210589_s_at	1
X210593_at	1
X210594_x_at	1
X210596_at	1
X210612_s_at	1
X210613_s_at	1
X210617_at	1
X210620_s_at	1
X210624_s_at	1
X210625_s_at	1
X210626_at	1
X210630_s_at	1
X210633_x_at	1
X210634_at	1
X210635_s_at	1
X210636_at	1
X210638_s_at	1
X210639_s_at	1
X210648_x_at	1
X210651_s_at	1
X210653_s_at	1
X210654_at	1
X210655_s_at	1
X210662_at	1
X210663_s_at	1
X210664_s_at	1
X210665_at	1
X210667_s_at	1
X210671_x_at	1
X210675_s_at	1
X210681_s_at	1
X210683_at	1
X210684_s_at	1
X210685_s_at	1
X210688_s_at	1
X210689_at	1
X210691_s_at	1
X210692_s_at	1
X210697_at	1
X210699_at	1
X210702_s_at	1
X210705_s_at	1
X210706_s_at	1
X210707_x_at	1
X210710_at	1
X210716_s_at	1
X210732_s_at	1
X210733_at	1
X210734_x_at	1
X210738_s_at	1
X210748_at	1
X210752_s_at	1
X210754_s_at	1
X210756_s_at	1
X210758_at	1
X210759_s_at	1
X210766_s_at	1
X210767_at	1
X210768_x_at	1
X210772_at	1
X210776_x_at	1
X210779_x_at	1
X210780_at	1
X210782_x_at	1
X210787_s_at	1
X210790_s_at	1
X210792_x_at	1
X210793_s_at	1
X210797_s_at	1
X210802_s_at	1
X210805_x_at	1
X210807_s_at	1
X210808_s_at	1
X210811_s_at	1
X210813_s_at	1
X210816_s_at	1
X210818_s_at	1
X210820_x_at	1
X210821_x_at	1
X210822_at	1
X210823_s_at	1
X210828_s_at	1
X210830_s_at	1
X210837_s_at	1
X210840_s_at	1
X210841_s_at	1
X210842_at	1
X210843_s_at	1
X210845_s_at	1
X210846_x_at	1
X210849_s_at	1
X210854_x_at	1
X210861_s_at	1
X210866_s_at	1
X210868_s_at	1
X210870_s_at	1
X210871_x_at	1
X210878_s_at	1
X210892_s_at	1
X210894_s_at	1
X210896_s_at	1
X210904_s_at	1
X210905_x_at	1
X210907_s_at	1
X210909_x_at	1
X210910_s_at	1
X210916_s_at	1
X210926_at	1
X210927_x_at	1
X210932_s_at	1
X210933_s_at	1
X210935_s_at	1
X210937_s_at	1
X210941_at	1
X210947_s_at	1
X210949_s_at	1
X210950_s_at	1
X210951_x_at	1
X210954_s_at	1
X210959_s_at	1
X210960_at	1
X210966_x_at	1
X210971_s_at	1
X210974_s_at	1
X210978_s_at	1
X210983_s_at	1
X210984_x_at	1
X210988_s_at	1
X210994_x_at	1
X210995_s_at	1
X210996_s_at	1
X210999_s_at	1
X211002_s_at	1
X211003_x_at	1
X211013_x_at	1
X211015_s_at	1
X211016_x_at	1
X211017_s_at	1
X211019_s_at	1
X211020_at	1
X211021_s_at	1
X211022_s_at	1
X211023_at	1
X211024_s_at	1
X211025_x_at	1
X211031_s_at	1
X211032_at	1
X211042_x_at	1
X211045_s_at	1
X211047_x_at	1
X211048_s_at	1
X211051_s_at	1
X211053_at	1
X211054_at	1
X211055_s_at	1
X211056_s_at	1
X211057_at	1
X211058_x_at	1
X211061_s_at	1
X211063_s_at	1
X211065_x_at	1
X211069_s_at	1
X211070_x_at	1
X211071_s_at	1
X211072_x_at	1
X211074_at	1
X211075_s_at	1
X211077_s_at	1
X211078_s_at	1
X211079_s_at	1
X211080_s_at	1
X211081_s_at	1
X211082_x_at	1
X211083_s_at	1
X211084_x_at	1
X211087_x_at	1
X211088_s_at	1
X211089_s_at	1
X211090_s_at	1
X211091_s_at	1
X211092_s_at	1
X211094_s_at	1
X211095_at	1
X211096_at	1
X211097_s_at	1
X211098_x_at	1
X211104_s_at	1
X211106_at	1
X211108_s_at	1
X211114_x_at	1
X211115_x_at	1
X211116_at	1
X211124_s_at	1
X211136_s_at	1
X211137_s_at	1
X211139_s_at	1
X211140_s_at	1
X211141_s_at	1
X211146_at	1
X211149_at	1
X211150_s_at	1
X211152_s_at	1
X211156_at	1
X211159_s_at	1
X211162_x_at	1
X211165_x_at	1
X211170_s_at	1
X211181_x_at	1
X211194_s_at	1
X211197_s_at	1
X211199_s_at	1
X211200_s_at	1
X211205_x_at	1
X211208_s_at	1
X211212_s_at	1
X211213_at	1
X211214_s_at	1
X211220_s_at	1
X211226_at	1
X211227_s_at	1
X211230_s_at	1
X211250_s_at	1
X211251_x_at	1
X211255_x_at	1
X211259_s_at	1
X211267_at	1
X211270_x_at	1
X211271_x_at	1
X211272_s_at	1
X211273_s_at	1
X211275_s_at	1
X211279_at	1
X211280_s_at	1
X211287_x_at	1
X211296_x_at	1
X211297_s_at	1
X211299_s_at	1
X211300_s_at	1
X211306_s_at	1
X211312_s_at	1
X211315_s_at	1
X211318_s_at	1
X211319_at	1
X211322_s_at	1
X211326_x_at	1
X211327_x_at	1
X211329_x_at	1
X211334_at	1
X211337_s_at	1
X211341_at	1
X211345_x_at	1
X211347_at	1
X211348_s_at	1
X211352_s_at	1
X211354_s_at	1
X211355_x_at	1
X211357_s_at	1
X211361_s_at	1
X211363_s_at	1
X211372_s_at	1
X211375_s_at	1
X211376_s_at	1
X211378_x_at	1
X211379_x_at	1
X211391_s_at	1
X211392_s_at	1
X211399_at	1
X211401_s_at	1
X211404_s_at	1
X211406_at	1
X211407_at	1
X211413_s_at	1
X211414_at	1
X211419_s_at	1
X211426_x_at	1
X211432_s_at	1
X211448_s_at	1
X211450_s_at	1
X211453_s_at	1
X211456_x_at	1
X211457_at	1
X211467_s_at	1
X211468_s_at	1
X211470_s_at	1
X211480_s_at	1
X211488_s_at	1
X211498_s_at	1
X211501_s_at	1
X211502_s_at	1
X211504_x_at	1
X211505_s_at	1
X211506_s_at	1
X211507_s_at	1
X211513_s_at	1
X211514_at	1
X211515_s_at	1
X211519_s_at	1
X211527_x_at	1
X211533_at	1
X211536_x_at	1
X211537_x_at	1
X211540_s_at	1
X211542_x_at	1
X211543_s_at	1
X211547_s_at	1
X211553_x_at	1
X211555_s_at	1
X211558_s_at	1
X211559_s_at	1
X211561_x_at	1
X211563_s_at	1
X211569_s_at	1
X211570_s_at	1
X211572_s_at	1
X211573_x_at	1
X211574_s_at	1
X211575_s_at	1
X211576_s_at	1
X211578_s_at	1
X211580_s_at	1
X211584_s_at	1
X211591_s_at	1
X211594_s_at	1
X211595_s_at	1
X211599_x_at	1
X211600_at	1
X211602_s_at	1
X211603_s_at	1
X211607_x_at	1
X211609_x_at	1
X211611_s_at	1
X211612_s_at	1
X211613_s_at	1
X211615_s_at	1
X211618_s_at	1
X211619_s_at	1
X211622_s_at	1
X211623_s_at	1
X211631_x_at	1
X211646_at	1
X211652_s_at	1
X211658_at	1
X211660_at	1
X211662_s_at	1
X211665_s_at	1
X211672_s_at	1
X211674_x_at	1
X211676_s_at	1
X211678_s_at	1
X211679_x_at	1
X211680_at	1
X211681_s_at	1
X211686_s_at	1
X211689_s_at	1
X211690_at	1
X211692_s_at	1
X211693_at	1
X211702_s_at	1
X211703_s_at	1
X211705_s_at	1
X211706_s_at	1
X211707_s_at	1
X211708_s_at	1
X211713_x_at	1
X211714_x_at	1
X211715_s_at	1
X211717_at	1
X211720_x_at	1
X211722_s_at	1
X211724_x_at	1
X211725_s_at	1
X211727_s_at	1
X211728_s_at	1
X211744_s_at	1
X211746_x_at	1
X211747_s_at	1
X211749_s_at	1
X211750_x_at	1
X211752_s_at	1
X211754_s_at	1
X211755_s_at	1
X211758_x_at	1
X211759_x_at	1
X211760_s_at	1
X211761_s_at	1
X211762_s_at	1
X211764_s_at	1
X211765_x_at	1
X211766_s_at	1
X211767_at	1
X211769_x_at	1
X211773_s_at	1
X211774_s_at	1
X211782_at	1
X211784_s_at	1
X211786_at	1
X211787_s_at	1
X211789_s_at	1
X211791_s_at	1
X211792_s_at	1
X211793_s_at	1
X211797_s_at	1
X211801_x_at	1
X211804_s_at	1
X211807_x_at	1
X211808_s_at	1
X211809_x_at	1
X211810_s_at	1
X211812_s_at	1
X211814_s_at	1
X211815_s_at	1
X211817_s_at	1
X211823_s_at	1
X211826_s_at	1
X211832_s_at	1
X211833_s_at	1
X211834_s_at	1
X211837_s_at	1
X211844_s_at	1
X211849_s_at	1
X211851_x_at	1
X211852_s_at	1
X211855_s_at	1
X211858_x_at	1
X211863_x_at	1
X211865_s_at	1
X211871_x_at	1
X211876_x_at	1
X211877_s_at	1
X211880_x_at	1
X211882_x_at	1
X211884_s_at	1
X211885_x_at	1
X211891_s_at	1
X211892_s_at	1
X211898_s_at	1
X211899_s_at	1
X211903_s_at	1
X211904_x_at	1
X211905_s_at	1
X211906_s_at	1
X211907_s_at	1
X211909_x_at	1
X211912_at	1
X211920_at	1
X211923_s_at	1
X211924_s_at	1
X211925_s_at	1
X211927_x_at	1
X211931_s_at	1
X211932_at	1
X211933_s_at	1
X211934_x_at	1
X211935_at	1
X211936_at	1
X211944_at	1
X211945_s_at	1
X211947_s_at	1
X211949_s_at	1
X211951_at	1
X211952_at	1
X211953_s_at	1
X211954_s_at	1
X211955_at	1
X211956_s_at	1
X211960_s_at	1
X211963_s_at	1
X211967_at	1
X211968_s_at	1
X211969_at	1
X211971_s_at	1
X211972_x_at	1
X211973_at	1
X211977_at	1
X211978_x_at	1
X211982_x_at	1
X211989_at	1
X211993_at	1
X211997_x_at	1
X211999_at	1
X212002_at	1
X212003_at	1
X212004_at	1
X212005_at	1
X212007_at	1
X212008_at	1
X212009_s_at	1
X212010_s_at	1
X212014_x_at	1
X212015_x_at	1
X212016_s_at	1
X212017_at	1
X212018_s_at	1
X212020_s_at	1
X212021_s_at	1
X212022_s_at	1
X212023_s_at	1
X212028_at	1
X212031_at	1
X212038_s_at	1
X212041_at	1
X212048_s_at	1
X212055_at	1
X212058_at	1
X212060_at	1
X212065_s_at	1
X212069_s_at	1
X212070_at	1
X212072_s_at	1
X212073_at	1
X212074_at	1
X212075_s_at	1
X212083_at	1
X212084_at	1
X212087_s_at	1
X212088_at	1
X212092_at	1
X212094_at	1
X212100_s_at	1
X212101_at	1
X212102_s_at	1
X212104_s_at	1
X212105_s_at	1
X212106_at	1
X212107_s_at	1
X212108_at	1
X212110_at	1
X212113_at	1
X212116_at	1
X212117_at	1
X212118_at	1
X212119_at	1
X212120_at	1
X212122_at	1
X212125_at	1
X212127_at	1
X212128_s_at	1
X212129_at	1
X212130_x_at	1
X212131_at	1
X212132_at	1
X212133_at	1
X212137_at	1
X212138_at	1
X212141_at	1
X212142_at	1
X212143_s_at	1
X212146_at	1
X212147_at	1
X212149_at	1
X212150_at	1
X212154_at	1
X212160_at	1
X212162_at	1
X212164_at	1
X212165_at	1
X212166_at	1
X212167_s_at	1
X212168_at	1
X212171_x_at	1
X212173_at	1
X212174_at	1
X212175_s_at	1
X212178_s_at	1
X212180_at	1
X212184_s_at	1
X212185_x_at	1
X212189_s_at	1
X212190_at	1
X212191_x_at	1
X212193_s_at	1
X212194_s_at	1
X212198_s_at	1
X212200_at	1
X212201_at	1
X212210_at	1
X212211_at	1
X212213_x_at	1
X212214_at	1
X212216_at	1
X212217_at	1
X212219_at	1
X212220_at	1
X212225_at	1
X212227_x_at	1
X212228_s_at	1
X212229_s_at	1
X212231_at	1
X212236_x_at	1
X212237_at	1
X212238_at	1
X212241_at	1
X212242_at	1
X212243_at	1
X212245_at	1
X212246_at	1
X212247_at	1
X212248_at	1
X212250_at	1
X212251_at	1
X212255_s_at	1
X212260_at	1
X212262_at	1
X212263_at	1
X212264_s_at	1
X212265_at	1
X212268_at	1
X212271_at	1
X212272_at	1
X212273_x_at	1
X212274_at	1
X212276_at	1
X212277_at	1
X212278_x_at	1
X212279_at	1
X212281_s_at	1
X212282_at	1
X212286_at	1
X212287_at	1
X212290_at	1
X212292_at	1
X212295_s_at	1
X212296_at	1
X212297_at	1
X212300_at	1
X212302_at	1
X212311_at	1
X212315_s_at	1
X212316_at	1
X212317_at	1
X212318_at	1
X212320_at	1
X212322_at	1
X212324_s_at	1
X212330_at	1
X212333_at	1
X212337_at	1
X212340_at	1
X212341_at	1
X212342_at	1
X212348_s_at	1
X212349_at	1
X212350_at	1
X212360_at	1
X212362_at	1
X212364_at	1
X212365_at	1
X212369_at	1
X212371_at	1
X212373_at	1
X212374_at	1
X212376_s_at	1
X212378_at	1
X212379_at	1
X212381_at	1
X212388_at	1
X212389_at	1
X212392_s_at	1
X212393_at	1
X212394_at	1
X212395_s_at	1
X212396_s_at	1
X212397_at	1
X212398_at	1
X212402_at	1
X212404_s_at	1
X212405_s_at	1
X212407_at	1
X212409_s_at	1
X212411_at	1
X212422_at	1
X212424_at	1
X212426_s_at	1
X212428_at	1
X212429_s_at	1
X212430_at	1
X212432_at	1
X212433_x_at	1
X212434_at	1
X212436_at	1
X212438_at	1
X212440_at	1
X212449_s_at	1
X212456_at	1
X212460_at	1
X212461_at	1
X212466_at	1
X212467_at	1
X212468_at	1
X212470_at	1
X212471_at	1
X212474_at	1
X212475_at	1
X212476_at	1
X212477_at	1
X212478_at	1
X212479_s_at	1
X212481_s_at	1
X212482_at	1
X212484_at	1
X212490_at	1
X212491_s_at	1
X212497_at	1
X212499_s_at	1
X212500_at	1
X212501_at	1
X212502_at	1
X212506_at	1
X212511_at	1
X212512_s_at	1
X212514_x_at	1
X212515_s_at	1
X212519_at	1
X212521_s_at	1
X212522_at	1
X212525_s_at	1
X212526_at	1
X212527_at	1
X212528_at	1
X212529_at	1
X212530_at	1
X212531_at	1
X212532_s_at	1
X212533_at	1
X212536_at	1
X212539_at	1
X212540_at	1
X212541_at	1
X212544_at	1
X212552_at	1
X212556_at	1
X212562_s_at	1
X212563_at	1
X212568_s_at	1
X212569_at	1
X212570_at	1
X212574_x_at	1
X212575_at	1
X212577_at	1
X212579_at	1
X212580_at	1
X212581_x_at	1
X212584_at	1
X212589_at	1
X212590_at	1
X212591_at	1
X212595_s_at	1
X212596_s_at	1
X212597_s_at	1
X212600_s_at	1
X212602_at	1
X212604_at	1
X212607_at	1
X212610_at	1
X212611_at	1
X212612_at	1
X212619_at	1
X212621_at	1
X212623_at	1
X212624_s_at	1
X212625_at	1
X212626_x_at	1
X212627_s_at	1
X212628_at	1
X212629_s_at	1
X212633_at	1
X212634_at	1
X212635_at	1
X212639_x_at	1
X212640_at	1
X212641_at	1
X212643_at	1
X212644_s_at	1
X212649_at	1
X212650_at	1
X212652_s_at	1
X212653_s_at	1
X212654_at	1
X212655_at	1
X212656_at	1
X212659_s_at	1
X212661_x_at	1
X212662_at	1
X212666_at	1
X212668_at	1
X212669_at	1
X212673_at	1
X212676_at	1
X212678_at	1
X212680_x_at	1
X212683_at	1
X212685_s_at	1
X212687_at	1
X212688_at	1
X212691_at	1
X212693_at	1
X212694_s_at	1
X212698_s_at	1
X212700_x_at	1
X212702_s_at	1
X212704_at	1
X212709_at	1
X212710_at	1
X212711_at	1
X212712_at	1
X212715_s_at	1
X212716_s_at	1
X212718_at	1
X212719_at	1
X212720_at	1
X212722_s_at	1
X212723_at	1
X212724_at	1
X212729_at	1
X212730_at	1
X212733_at	1
X212734_x_at	1
X212735_at	1
X212740_at	1
X212742_at	1
X212743_at	1
X212746_s_at	1
X212747_at	1
X212749_s_at	1
X212751_at	1
X212752_at	1
X212756_s_at	1
X212757_s_at	1
X212763_at	1
X212765_at	1
X212766_s_at	1
X212767_at	1
X212768_s_at	1
X212771_at	1
X212773_s_at	1
X212777_at	1
X212780_at	1
X212782_x_at	1
X212785_s_at	1
X212789_at	1
X212795_at	1
X212797_at	1
X212799_at	1
X212800_at	1
X212801_at	1
X212804_s_at	1
X212806_at	1
X212807_s_at	1
X212808_at	1
X212809_at	1
X212815_at	1
X212816_s_at	1
X212824_at	1
X212825_at	1
X212832_s_at	1
X212833_at	1
X212835_at	1
X212836_at	1
X212837_at	1
X212839_s_at	1
X212840_at	1
X212844_at	1
X212846_at	1
X212851_at	1
X212853_at	1
X212855_at	1
X212857_x_at	1
X212858_at	1
X212859_x_at	1
X212860_at	1
X212862_at	1
X212871_at	1
X212872_s_at	1
X212874_at	1
X212876_at	1
X212877_at	1
X212878_s_at	1
X212882_at	1
X212885_at	1
X212891_s_at	1
X212892_at	1
X212893_at	1
X212894_at	1
X212896_at	1
X212897_at	1
X212898_at	1
X212899_at	1
X212901_s_at	1
X212902_at	1
X212907_at	1
X212909_at	1
X212910_at	1
X212918_at	1
X212922_s_at	1
X212923_s_at	1
X212924_s_at	1
X212926_at	1
X212931_at	1
X212932_at	1
X212934_at	1
X212939_at	1
X212940_at	1
X212945_s_at	1
X212949_at	1
X212952_at	1
X212955_s_at	1
X212957_s_at	1
X212963_at	1
X212964_at	1
X212966_at	1
X212971_at	1
X212973_at	1
X212978_at	1
X212984_at	1
X212986_s_at	1
X212994_at	1
X212996_s_at	1
X212997_s_at	1
X213002_at	1
X213003_s_at	1
X213007_at	1
X213008_at	1
X213009_s_at	1
X213011_s_at	1
X213016_at	1
X213019_at	1
X213022_s_at	1
X213023_at	1
X213024_at	1
X213027_at	1
X213030_s_at	1
X213033_s_at	1
X213037_x_at	1
X213038_at	1
X213039_at	1
X213040_s_at	1
X213047_x_at	1
X213048_s_at	1
X213051_at	1
X213053_at	1
X213054_at	1
X213055_at	1
X213060_s_at	1
X213061_s_at	1
X213067_at	1
X213072_at	1
X213078_x_at	1
X213082_s_at	1
X213086_s_at	1
X213087_s_at	1
X213088_s_at	1
X213090_s_at	1
X213092_x_at	1
X213093_at	1
X213094_at	1
X213097_s_at	1
X213098_at	1
X213101_s_at	1
X213102_at	1
X213112_s_at	1
X213113_s_at	1
X213114_at	1
X213115_at	1
X213117_at	1
X213122_at	1
X213124_at	1
X213126_at	1
X213127_s_at	1
X213129_s_at	1
X213130_at	1
X213132_s_at	1
X213133_s_at	1
X213134_x_at	1
X213135_at	1
X213136_at	1
X213137_s_at	1
X213144_at	1
X213145_at	1
X213149_at	1
X213151_s_at	1
X213152_s_at	1
X213154_s_at	1
X213159_at	1
X213162_at	1
X213165_at	1
X213167_s_at	1
X213168_at	1
X213173_at	1
X213175_s_at	1
X213179_at	1
X213188_s_at	1
X213189_at	1
X213191_at	1
X213202_at	1
X213203_at	1
X213209_at	1
X213210_at	1
X213211_s_at	1
X213216_at	1
X213220_at	1
X213223_at	1
X213225_at	1
X213226_at	1
X213235_at	1
X213237_at	1
X213246_at	1
X213251_at	1
X213253_at	1
X213256_at	1
X213260_at	1
X213262_at	1
X213272_s_at	1
X213286_at	1
X213287_s_at	1
X213289_at	1
X213291_s_at	1
X213292_s_at	1
X213294_at	1
X213297_at	1
X213299_at	1
X213301_x_at	1
X213302_at	1
X213305_s_at	1
X213310_at	1
X213312_at	1
X213314_at	1
X213318_s_at	1
X213319_s_at	1
X213320_at	1
X213322_at	1
X213324_at	1
X213327_s_at	1
X213329_at	1
X213330_s_at	1
X213334_x_at	1
X213336_at	1
X213338_at	1
X213341_at	1
X213342_at	1
X213344_s_at	1
X213346_at	1
X213349_at	1
X213352_at	1
X213361_at	1
X213363_at	1
X213366_x_at	1
X213370_s_at	1
X213372_at	1
X213373_s_at	1
X213376_at	1
X213377_x_at	1
X213378_s_at	1
X213379_at	1
X213390_at	1
X213391_at	1
X213393_at	1
X213395_at	1
X213399_x_at	1
X213401_s_at	1
X213402_at	1
X213403_at	1
X213404_s_at	1
X213406_at	1
X213407_at	1
X213409_s_at	1
X213414_s_at	1
X213420_at	1
X213423_x_at	1
X213424_at	1
X213426_s_at	1
X213427_at	1
X213436_at	1
X213440_at	1
X213446_s_at	1
X213448_at	1
X213449_at	1
X213452_at	1
X213453_x_at	1
X213454_at	1
X213456_at	1
X213457_at	1
X213461_at	1
X213462_at	1
X213465_s_at	1
X213466_at	1
X213468_at	1
X213469_at	1
X213470_s_at	1
X213472_at	1
X213476_x_at	1
X213479_at	1
X213481_at	1
X213482_at	1
X213484_at	1
X213490_s_at	1
X213491_x_at	1
X213494_s_at	1
X213495_s_at	1
X213497_at	1
X213499_at	1
X213501_at	1
X213503_x_at	1
X213504_at	1
X213506_at	1
X213513_x_at	1
X213514_s_at	1
X213518_at	1
X213520_at	1
X213522_s_at	1
X213523_at	1
X213526_s_at	1
X213528_at	1
X213532_at	1
X213535_s_at	1
X213536_s_at	1
X213538_at	1
X213545_x_at	1
X213547_at	1
X213548_s_at	1
X213549_at	1
X213550_s_at	1
X213554_s_at	1
X213561_at	1
X213562_s_at	1
X213564_x_at	1
X213565_s_at	1
X213567_at	1
X213571_s_at	1
X213572_s_at	1
X213574_s_at	1
X213577_at	1
X213578_at	1
X213580_at	1
X213581_at	1
X213582_at	1
X213584_s_at	1
X213585_s_at	1
X213594_x_at	1
X213595_s_at	1
X213597_s_at	1
X213598_at	1
X213599_at	1
X213606_s_at	1
X213607_x_at	1
X213608_s_at	1
X213610_s_at	1
X213615_at	1
X213616_at	1
X213617_s_at	1
X213621_s_at	1
X213623_at	1
X213628_at	1
X213629_x_at	1
X213632_at	1
X213633_at	1
X213634_s_at	1
X213640_s_at	1
X213643_s_at	1
X213646_x_at	1
X213647_at	1
X213654_at	1
X213655_at	1
X213665_at	1
X213667_at	1
X213669_at	1
X213671_s_at	1
X213677_s_at	1
X213680_at	1
X213682_at	1
X213687_s_at	1
X213688_at	1
X213696_s_at	1
X213698_at	1
X213699_s_at	1
X213704_at	1
X213707_s_at	1
X213708_s_at	1
X213709_at	1
X213710_s_at	1
X213711_at	1
X213716_s_at	1
X213719_s_at	1
X213720_s_at	1
X213721_at	1
X213724_s_at	1
X213726_x_at	1
X213729_at	1
X213730_x_at	1
X213731_s_at	1
X213734_at	1
X213735_s_at	1
X213736_at	1
X213738_s_at	1
X213740_s_at	1
X213741_s_at	1
X213747_at	1
X213751_at	1
X213753_x_at	1
X213754_s_at	1
X213755_s_at	1
X213756_s_at	1
X213757_at	1
X213760_s_at	1
X213762_x_at	1
X213780_at	1
X213785_at	1
X213786_at	1
X213787_s_at	1
X213788_s_at	1
X213789_at	1
X213793_s_at	1
X213794_s_at	1
X213796_at	1
X213798_s_at	1
X213799_s_at	1
X213801_x_at	1
X213802_at	1
X213803_at	1
X213805_at	1
X213807_x_at	1
X213810_s_at	1
X213811_x_at	1
X213816_s_at	1
X213818_x_at	1
X213822_s_at	1
X213826_s_at	1
X213838_at	1
X213840_s_at	1
X213843_x_at	1
X213845_at	1
X213848_at	1
X213851_at	1
X213857_s_at	1
X213858_at	1
X213859_x_at	1
X213860_x_at	1
X213863_s_at	1
X213865_at	1
X213867_x_at	1
X213868_s_at	1
X213871_s_at	1
X213872_at	1
X213875_x_at	1
X213877_x_at	1
X213878_at	1
X213880_at	1
X213881_x_at	1
X213887_s_at	1
X213889_at	1
X213890_x_at	1
X213892_s_at	1
X213896_x_at	1
X213897_s_at	1
X213899_at	1
X213901_x_at	1
X213906_at	1
X213907_at	1
X213911_s_at	1
X213918_s_at	1
X213923_at	1
X213926_s_at	1
X213927_at	1
X213928_s_at	1
X213929_at	1
X213934_s_at	1
X213937_s_at	1
X213938_at	1
X213941_x_at	1
X213945_s_at	1
X213947_s_at	1
X213949_s_at	1
X213951_s_at	1
X213953_at	1
X213954_at	1
X213957_s_at	1
X213959_s_at	1
X213961_s_at	1
X213963_s_at	1
X213964_x_at	1
X213966_at	1
X213972_at	1
X213977_s_at	1
X213978_at	1
X213983_s_at	1
X213984_at	1
X213985_s_at	1
X213986_s_at	1
X213987_s_at	1
X213989_x_at	1
X213995_at	1
X213996_at	1
X213999_at	1
X214000_s_at	1
X214003_x_at	1
X214005_at	1
X214006_s_at	1
X214007_s_at	1
X214008_at	1
X214009_at	1
X214011_s_at	1
X214013_s_at	1
X214015_at	1
X214017_s_at	1
X214018_at	1
X214023_x_at	1
X214027_x_at	1
X214030_at	1
X214039_s_at	1
X214044_at	1
X214046_at	1
X214047_s_at	1
X214052_x_at	1
X214056_at	1
X214061_at	1
X214062_x_at	1
X214067_at	1
X214071_at	1
X214073_at	1
X214074_s_at	1
X214075_at	1
X214083_at	1
X214086_s_at	1
X214088_s_at	1
X214090_at	1
X214094_at	1
X214095_at	1
X214096_s_at	1
X214097_at	1
X214101_s_at	1
X214103_s_at	1
X214104_at	1
X214105_at	1
X214106_s_at	1
X214108_at	1
X214113_s_at	1
X214117_s_at	1
X214119_s_at	1
X214121_x_at	1
X214123_s_at	1
X214125_s_at	1
X214126_at	1
X214130_s_at	1
X214131_at	1
X214138_at	1
X214139_at	1
X214141_x_at	1
X214144_at	1
X214149_s_at	1
