gene	cluster
X240425_x_at	2
X240426_at	2
X240428_at	2
X240430_at	2
X240431_at	2
X240433_x_at	2
X240434_at	2
X240435_at	2
X240437_at	2
X240438_at	2
X240439_at	2
X240443_at	2
X240444_x_at	2
X240445_at	2
X240456_at	2
X240459_at	2
X240464_at	2
X240466_at	2
X240469_at	2
X240470_at	2
X240471_at	2
X240472_at	2
X240473_at	2
X240474_x_at	2
X240477_at	2
X240479_at	2
X240484_at	2
X240487_at	2
X240488_at	2
X240489_at	2
X240490_at	2
X240491_at	2
X240492_at	2
X240493_at	2
X240495_at	2
X240497_at	2
X240500_at	2
X240501_at	2
X240504_at	2
X240505_at	2
X240506_at	2
X240507_at	2
X240508_at	2
X240511_at	2
X240514_at	2
X240515_at	2
X240516_at	2
X240518_at	2
X240519_at	2
X240520_at	2
X240522_at	2
X240523_at	2
X240524_x_at	2
X240525_at	2
X240526_at	2
X240532_at	2
X240534_at	2
X240535_at	2
X240536_at	2
X240537_s_at	2
X240540_at	2
X240543_at	2
X240545_at	2
X240546_at	2
X240553_at	2
X240559_at	2
X240560_at	2
X240562_at	2
X240563_at	2
X240564_x_at	2
X240565_at	2
X240569_at	2
X240575_at	2
X240576_at	2
X240577_at	2
X240578_at	2
X240580_at	2
X240581_at	2
X240582_x_at	2
X240583_at	2
X240584_at	2
X240585_at	2
X240586_at	2
X240587_x_at	2
X240588_at	2
X240590_at	2
X240591_at	2
X240596_at	2
X240597_at	2
X240598_at	2
X240603_s_at	2
X240604_at	2
X240607_at	2
X240609_at	2
X240610_at	2
X240611_at	2
X240618_at	2
X240619_at	2
X240620_at	2
X240623_at	2
X240624_x_at	2
X240628_at	2
X240629_at	2
X240630_at	2
X240631_at	2
X240632_at	2
X240634_x_at	2
X240635_at	2
X240640_at	2
X240641_at	2
X240643_at	2
X240644_at	2
X240646_at	2
X240647_at	2
X240648_at	2
X240649_at	2
X240650_at	2
X240653_at	2
X240654_at	2
X240657_at	2
X240658_at	2
X240660_at	2
X240661_at	2
X240662_at	2
X240667_at	2
X240669_at	2
X240670_at	2
X240671_at	2
X240675_at	2
X240677_at	2
X240678_at	2
X240679_at	2
X240680_at	2
X240682_at	2
X240683_at	2
X240684_at	2
X240685_at	2
X240687_at	2
X240689_at	2
X240691_at	2
X240692_at	2
X240693_at	2
X240694_at	2
X240696_at	2
X240697_at	2
X240699_at	2
X240707_at	2
X240708_at	2
X240709_at	2
X240710_at	2
X240711_at	2
X240714_at	2
X240716_at	2
X240719_at	2
X240722_at	2
X240729_at	2
X240731_at	2
X240732_at	2
X240734_at	2
X240736_at	2
X240739_at	2
X240740_at	2
X240742_at	2
X240744_at	2
X240745_at	2
X240746_s_at	2
X240748_at	2
X240749_at	2
X240750_at	2
X240752_at	2
X240753_at	2
X240754_at	2
X240755_at	2
X240756_at	2
X240761_at	2
X240763_at	2
X240764_at	2
X240766_at	2
X240767_x_at	2
X240774_at	2
X240779_at	2
X240782_at	2
X240783_at	2
X240784_at	2
X240785_at	2
X240786_at	2
X240790_at	2
X240791_at	2
X240792_at	2
X240794_at	2
X240795_at	2
X240797_at	2
X240799_at	2
X240801_at	2
X240802_at	2
X240803_at	2
X240804_at	2
X240805_at	2
X240807_at	2
X240809_at	2
X240810_at	2
X240811_at	2
X240812_at	2
X240814_at	2
X240817_at	2
X240818_at	2
X240820_at	2
X240822_at	2
X240826_at	2
X240828_at	2
X240831_at	2
X240832_at	2
X240833_at	2
X240835_at	2
X240836_at	2
X240837_at	2
X240841_at	2
X240842_at	2
X240844_at	2
X240847_at	2
X240848_at	2
X240849_at	2
X240851_at	2
X240853_at	2
X240854_x_at	2
X240855_at	2
X240856_at	2
X240858_at	2
X240860_at	2
X240862_at	2
X240863_at	2
X240864_at	2
X240869_at	2
X240871_at	2
X240872_at	2
X240874_at	2
X240876_x_at	2
X240877_x_at	2
X240878_at	2
X240880_at	2
X240881_at	2
X240883_at	2
X240885_at	2
X240888_at	2
X240891_at	2
X240893_at	2
X240894_at	2
X240895_at	2
X240896_at	2
X240897_at	2
X240901_at	2
X240902_at	2
X240904_at	2
X240905_at	2
X240907_at	2
X240909_at	2
X240911_at	2
X240917_at	2
X240918_at	2
X240920_at	2
X240923_at	2
X240924_x_at	2
X240929_at	2
X240932_at	2
X240933_at	2
X240934_at	2
X240935_at	2
X240937_at	2
X240938_at	2
X240940_at	2
X240943_at	2
X240944_at	2
X240945_at	2
X240950_s_at	2
X240953_at	2
X240954_at	2
X240956_at	2
X240958_at	2
X240961_at	2
X240962_at	2
X240963_x_at	2
X240967_at	2
X240970_x_at	2
X240972_at	2
X240973_s_at	2
X240974_at	2
X240975_x_at	2
X240979_at	2
X240980_at	2
X240981_at	2
X240982_at	2
X240985_at	2
X240986_at	2
X240987_at	2
X240988_x_at	2
X240989_at	2
X240992_at	2
X240994_at	2
X240995_at	2
X240996_at	2
X240998_at	2
X240999_at	2
X241000_at	2
X241001_at	2
X241003_at	2
X241006_at	2
X241007_at	2
X241009_at	2
X241010_x_at	2
X241012_at	2
X241013_at	2
X241016_at	2
X241019_at	2
X241022_at	2
X241025_at	2
X241029_at	2
X241030_at	2
X241037_at	2
X241038_at	2
X241039_at	2
X241040_at	2
X241042_at	2
X241045_at	2
X241046_at	2
X241048_at	2
X241049_at	2
X241050_at	2
X241051_at	2
X241052_at	2
X241053_at	2
X241054_at	2
X241055_at	2
X241057_x_at	2
X241058_at	2
X241059_at	2
X241061_at	2
X241062_at	2
X241063_at	2
X241064_at	2
X241066_at	2
X241069_at	2
X241071_at	2
X241072_s_at	2
X241073_at	2
X241074_at	2
X241076_at	2
X241077_at	2
X241079_at	2
X241080_at	2
X241082_at	2
X241083_at	2
X241085_at	2
X241087_at	2
X241094_at	2
X241095_at	2
X241096_at	2
X241099_at	2
X241100_at	2
X241101_at	2
X241105_at	2
X241107_at	2
X241108_at	2
X241110_at	2
X241111_at	2
X241112_at	2
X241113_at	2
X241115_at	2
X241116_at	2
X241117_at	2
X241118_at	2
X241119_at	2
X241121_at	2
X241122_s_at	2
X241123_at	2
X241124_at	2
X241125_at	2
X241126_at	2
X241127_at	2
X241128_at	2
X241129_at	2
X241130_at	2
X241131_at	2
X241132_at	2
X241134_at	2
X241135_at	2
X241136_at	2
X241137_at	2
X241138_at	2
X241139_at	2
X241141_at	2
X241144_at	2
X241145_at	2
X241146_at	2
X241147_at	2
X241148_at	2
X241151_at	2
X241157_at	2
X241158_at	2
X241160_at	2
X241161_at	2
X241162_at	2
X241163_at	2
X241165_at	2
X241166_at	2
X241167_at	2
X241168_at	2
X241169_at	2
X241171_at	2
X241172_at	2
X241173_at	2
X241174_at	2
X241175_at	2
X241176_at	2
X241178_at	2
X241179_at	2
X241181_x_at	2
X241182_at	2
X241183_at	2
X241184_x_at	2
X241186_at	2
X241187_at	2
X241189_at	2
X241190_at	2
X241192_at	2
X241193_at	2
X241194_at	2
X241195_at	2
X241197_at	2
X241198_s_at	2
X241201_at	2
X241202_at	2
X241204_at	2
X241208_at	2
X241209_at	2
X241212_at	2
X241213_x_at	2
X241214_at	2
X241215_at	2
X241217_x_at	2
X241218_at	2
X241219_at	2
X241220_at	2
X241222_at	2
X241224_x_at	2
X241225_at	2
X241229_at	2
X241230_at	2
X241231_at	2
X241232_x_at	2
X241234_at	2
X241236_at	2
X241237_at	2
X241238_at	2
X241239_at	2
X241243_at	2
X241244_at	2
X241246_at	2
X241248_at	2
X241249_at	2
X241251_at	2
X241252_at	2
X241253_at	2
X241254_at	2
X241255_at	2
X241257_at	2
X241258_at	2
X241259_at	2
X241260_at	2
X241264_at	2
X241265_x_at	2
X241266_at	2
X241269_at	2
X241270_at	2
X241271_at	2
X241274_at	2
X241275_at	2
X241276_at	2
X241277_x_at	2
X241278_at	2
X241281_at	2
X241282_at	2
X241283_at	2
X241284_at	2
X241285_at	2
X241286_at	2
X241288_at	2
X241290_at	2
X241291_at	2
X241295_at	2
X241296_at	2
X241297_at	2
X241300_at	2
X241302_at	2
X241305_at	2
X241306_at	2
X241307_at	2
X241311_at	2
X241312_at	2
X241313_at	2
X241315_at	2
X241319_at	2
X241323_at	2
X241324_at	2
X241325_at	2
X241326_at	2
X241327_at	2
X241328_at	2
X241329_s_at	2
X241331_at	2
X241332_at	2
X241333_x_at	2
X241337_at	2
X241338_at	2
X241349_at	2
X241354_at	2
X241358_at	2
X241361_at	2
X241367_at	2
X241369_at	2
X241373_at	2
X241380_at	2
X241386_at	2
X241389_at	2
X241394_at	2
X241398_at	2
X241404_at	2
X241406_at	2
X241409_at	2
X241411_at	2
X241415_at	2
X241416_at	2
X241418_at	2
X241422_at	2
X241423_at	2
X241430_at	2
X241432_at	2
X241439_at	2
X241441_at	2
X241442_at	2
X241447_at	2
X241449_at	2
X241450_at	2
X241452_at	2
X241454_at	2
X241461_at	2
X241462_at	2
X241463_at	2
X241468_at	2
X241469_at	2
X241470_x_at	2
X241471_at	2
X241474_at	2
X241475_at	2
X241476_at	2
X241480_at	2
X241481_at	2
X241482_at	2
X241485_at	2
X241486_at	2
X241490_s_at	2
X241492_at	2
X241493_at	2
X241496_at	2
X241500_at	2
X241502_x_at	2
X241503_at	2
X241504_at	2
X241506_at	2
X241510_at	2
X241511_at	2
X241512_at	2
X241514_at	2
X241515_at	2
X241516_at	2
X241517_at	2
X241518_at	2
X241519_at	2
X241521_at	2
X241522_at	2
X241523_at	2
X241527_at	2
X241539_at	2
X241540_at	2
X241541_at	2
X241542_at	2
X241544_at	2
X241547_at	2
X241548_at	2
X241549_at	2
X241550_at	2
X241551_at	2
X241552_at	2
X241553_at	2
X241556_at	2
X241557_x_at	2
X241558_at	2
X241559_at	2
X241562_x_at	2
X241565_at	2
X241566_at	2
X241567_at	2
X241568_at	2
X241572_at	2
X241573_at	2
X241574_s_at	2
X241575_at	2
X241576_at	2
X241579_at	2
X241580_at	2
X241582_at	2
X241584_at	2
X241587_at	2
X241591_at	2
X241594_at	2
X241596_at	2
X241597_at	2
X241598_at	2
X241601_at	2
X241602_at	2
X241604_at	2
X241605_at	2
X241608_at	2
X241609_at	2
X241614_at	2
X241615_x_at	2
X241622_at	2
X241625_at	2
X241628_at	2
X241631_at	2
X241634_at	2
X241638_at	2
X241639_at	2
X241640_at	2
X241641_at	2
X241643_at	2
X241644_at	2
X241647_x_at	2
X241648_at	2
X241653_x_at	2
X241654_at	2
X241655_at	2
X241656_at	2
X241657_at	2
X241659_at	2
X241660_at	2
X241662_x_at	2
X241665_x_at	2
X241667_x_at	2
X241668_s_at	2
X241672_at	2
X241673_x_at	2
X241674_s_at	2
X241675_s_at	2
X241676_x_at	2
X241678_at	2
X241684_at	2
X241690_at	2
X241694_at	2
X241695_s_at	2
X241697_at	2
X241710_at	2
X241714_at	2
X241715_x_at	2
X241717_at	2
X241718_x_at	2
X241719_at	2
X241725_at	2
X241748_x_at	2
X241753_at	2
X241758_at	2
X241759_at	2
X241764_at	2
X241766_at	2
X241767_at	2
X241770_x_at	2
X241771_at	2
X241773_at	2
X241778_at	2
X241783_at	2
X241784_x_at	2
X241785_at	2
X241791_at	2
X241802_x_at	2
X241805_at	2
X241809_at	2
X241810_at	2
X241819_at	2
X241821_at	2
X241822_at	2
X241828_x_at	2
X241830_at	2
X241831_at	2
X241839_at	2
X241840_at	2
X241841_at	2
X241850_at	2
X241856_at	2
X241862_x_at	2
X241870_at	2
X241873_at	2
X241875_at	2
X241876_at	2
X241878_at	2
X241880_x_at	2
X241881_at	2
X241883_x_at	2
X241886_x_at	2
X241890_at	2
X241892_at	2
X241896_at	2
X241899_at	2
X241901_at	2
X241907_at	2
X241911_at	2
X241914_s_at	2
X241915_at	2
X241918_at	2
X241919_x_at	2
X241923_x_at	2
X241927_x_at	2
X241931_at	2
X241934_at	2
X241939_at	2
X241943_at	2
X241945_at	2
X241951_at	2
X241953_at	2
X241960_at	2
X241961_at	2
X241964_at	2
X241967_at	2
X241970_at	2
X241971_at	2
X241975_at	2
X241976_at	2
X241977_s_at	2
X241979_x_at	2
X241980_at	2
X241983_at	2
X241986_at	2
X241987_x_at	2
X241995_at	2
X241998_at	2
X242000_at	2
X242002_at	2
X242004_x_at	2
X242005_at	2
X242012_at	2
X242013_at	2
X242015_x_at	2
X242023_at	2
X242026_at	2
X242036_x_at	2
X242038_at	2
X242042_s_at	2
X242045_at	2
X242046_at	2
X242048_at	2
X242050_at	2
X242061_at	2
X242063_s_at	2
X242067_at	2
X242072_at	2
X242076_at	2
X242083_at	2
X242084_at	2
X242085_at	2
X242090_x_at	2
X242092_at	2
X242095_at	2
X242097_at	2
X242101_at	2
X242102_at	2
X242105_at	2
X242119_at	2
X242122_at	2
X242124_at	2
X242127_at	2
X242130_at	2
X242135_at	2
X242136_x_at	2
X242145_at	2
X242147_at	2
X242148_at	2
X242151_at	2
X242155_x_at	2
X242158_at	2
X242159_at	2
X242160_at	2
X242162_at	2
X242165_at	2
X242166_at	2
X242168_at	2
X242173_at	2
X242174_at	2
X242177_at	2
X242178_at	2
X242179_s_at	2
X242180_at	2
X242185_at	2
X242186_x_at	2
X242192_at	2
X242193_at	2
X242198_at	2
X242199_at	2
X242200_at	2
X242203_at	2
X242204_at	2
X242209_at	2
X242212_at	2
X242213_at	2
X242215_at	2
X242220_at	2
X242226_at	2
X242227_at	2
X242231_at	2
X242236_at	2
X242237_at	2
X242238_at	2
X242242_at	2
X242249_at	2
X242250_at	2
X242252_at	2
X242256_x_at	2
X242257_at	2
X242259_at	2
X242262_x_at	2
X242266_x_at	2
X242267_x_at	2
X242269_at	2
X242274_x_at	2
X242278_at	2
X242282_at	2
X242284_at	2
X242286_at	2
X242291_at	2
X242295_at	2
X242302_at	2
X242303_at	2
X242314_at	2
X242316_at	2
X242318_at	2
X242319_at	2
X242322_at	2
X242324_x_at	2
X242326_at	2
X242327_x_at	2
X242328_at	2
X242332_at	2
X242333_at	2
X242334_at	2
X242341_x_at	2
X242353_at	2
X242355_at	2
X242359_at	2
X242360_at	2
X242365_at	2
X242367_at	2
X242368_at	2
X242371_x_at	2
X242373_at	2
X242375_x_at	2
X242378_at	2
X242379_at	2
X242381_x_at	2
X242382_at	2
X242383_at	2
X242386_x_at	2
X242392_at	2
X242395_at	2
X242400_at	2
X242401_x_at	2
X242410_s_at	2
X242411_at	2
X242412_at	2
X242419_at	2
X242421_at	2
X242435_at	2
X242441_at	2
X242450_at	2
X242454_at	2
X242455_at	2
X242459_at	2
X242460_at	2
X242464_at	2
X242466_at	2
X242468_at	2
X242469_at	2
X242478_at	2
X242483_at	2
X242484_at	2
X242489_at	2
X242493_at	2
X242502_at	2
X242504_at	2
X242505_at	2
X242508_at	2
X242510_at	2
X242511_at	2
X242516_x_at	2
X242519_at	2
X242525_at	2
X242528_at	2
X242530_at	2
X242533_at	2
X242534_at	2
X242535_at	2
X242536_at	2
X242543_at	2
X242545_at	2
X242547_at	2
X242548_x_at	2
X242566_at	2
X242574_at	2
X242575_at	2
X242581_at	2
X242582_at	2
X242583_at	2
X242589_x_at	2
X242591_at	2
X242595_at	2
X242596_at	2
X242597_at	2
X242613_at	2
X242614_at	2
X242615_at	2
X242624_at	2
X242632_at	2
X242634_at	2
X242636_at	2
X242638_at	2
X242640_at	2
X242641_at	2
X242643_x_at	2
X242651_at	2
X242653_at	2
X242654_at	2
X242661_x_at	2
X242668_x_at	2
X242674_at	2
X242681_at	2
X242683_at	2
X242687_at	2
X242689_at	2
X242692_at	2
X242694_at	2
X242697_at	2
X242704_at	2
X242709_s_at	2
X242715_at	2
X242716_at	2
X242717_at	2
X242718_at	2
X242719_at	2
X242720_at	2
X242729_at	2
X242730_at	2
X242733_at	2
X242743_at	2
X242744_s_at	2
X242745_at	2
X242746_at	2
X242747_at	2
X242757_at	2
X242763_at	2
X242765_at	2
X242770_at	2
X242777_at	2
X242783_at	2
X242788_at	2
X242795_at	2
X242796_x_at	2
X242798_at	2
X242799_at	2
X242806_at	2
X242809_at	2
X242811_x_at	2
X242821_at	2
X242823_at	2
X242825_at	2
X242830_at	2
X242831_at	2
X242832_at	2
X242833_at	2
X242834_at	2
X242840_at	2
X242841_at	2
X242848_x_at	2
X242855_at	2
X242860_at	2
X242863_at	2
X242867_x_at	2
X242869_at	2
X242880_at	2
X242883_at	2
X242885_at	2
X242891_at	2
X242893_at	2
X242895_x_at	2
X242897_at	2
X242902_at	2
X242914_at	2
X242921_at	2
X242925_at	2
X242930_at	2
X242933_at	2
X242934_at	2
X242937_at	2
X242947_at	2
X242948_x_at	2
X242950_x_at	2
X242954_at	2
X242955_x_at	2
X242957_at	2
X242959_at	2
X242960_at	2
X242967_at	2
X242977_at	2
X242978_x_at	2
X242980_at	2
X242987_x_at	2
X242988_at	2
X242991_at	2
X242992_at	2
X242998_at	2
X242999_at	2
X243004_at	2
X243014_at	2
X243015_at	2
X243017_at	2
X243018_at	2
X243019_at	2
X243022_at	2
X243032_at	2
X243034_at	2
X243035_at	2
X243040_at	2
X243045_at	2
X243053_x_at	2
X243058_at	2
X243059_at	2
X243071_at	2
X243075_at	2
X243076_x_at	2
X243078_at	2
X243079_x_at	2
X243080_at	2
X243081_at	2
X243082_at	2
X243083_at	2
X243085_at	2
X243094_at	2
X243095_at	2
X243096_at	2
X243097_x_at	2
X243098_at	2
X243100_at	2
X243101_x_at	2
X243102_at	2
X243104_at	2
X243106_at	2
X243107_at	2
X243114_at	2
X243116_at	2
X243120_at	2
X243122_at	2
X243131_x_at	2
X243132_at	2
X243137_at	2
X243138_at	2
X243139_at	2
X243142_at	2
X243143_at	2
X243144_at	2
X243145_at	2
X243146_at	2
X243148_at	2
X243151_at	2
X243152_at	2
X243153_at	2
X243156_at	2
X243157_at	2
X243161_x_at	2
X243163_at	2
X243164_s_at	2
X243165_at	2
X243167_at	2
X243171_at	2
X243175_at	2
X243177_at	2
X243180_at	2
X243185_at	2
X243187_at	2
X243190_at	2
X243191_at	2
X243192_at	2
X243193_at	2
X243197_at	2
X243203_at	2
X243204_at	2
X243207_at	2
X243212_at	2
X243214_at	2
X243220_at	2
X243223_at	2
X243225_at	2
X243232_at	2
X243235_at	2
X243237_at	2
X243238_at	2
X243240_at	2
X243242_at	2
X243243_at	2
X243246_at	2
X243248_at	2
X243254_at	2
X243255_at	2
X243257_at	2
X243258_at	2
X243261_at	2
X243263_at	2
X243266_at	2
X243268_at	2
X243269_s_at	2
X243270_at	2
X243272_at	2
X243274_x_at	2
X243279_at	2
X243289_at	2
X243298_at	2
X243300_at	2
X243307_at	2
X243311_at	2
X243312_at	2
X243320_at	2
X243321_at	2
X243322_at	2
X243326_at	2
X243327_at	2
X243328_at	2
X243330_at	2
X243335_at	2
X243336_at	2
X243337_at	2
X243339_at	2
X243340_at	2
X243343_at	2
X243344_at	2
X243345_at	2
X243347_at	2
X243351_at	2
X243355_at	2
X243364_at	2
X243369_at	2
X243371_at	2
X243373_at	2
X243376_at	2
X243377_at	2
X243379_at	2
X243382_at	2
X243383_at	2
X243384_at	2
X243385_at	2
X243387_at	2
X243389_at	2
X243390_at	2
X243396_at	2
X243398_at	2
X243399_at	2
X243403_x_at	2
X243406_at	2
X243408_at	2
X243411_at	2
X243415_at	2
X243418_at	2
X243419_at	2
X243420_at	2
X243424_at	2
X243425_at	2
X243427_at	2
X243429_at	2
X243430_at	2
X243432_at	2
X243433_at	2
X243436_at	2
X243437_at	2
X243441_at	2
X243445_at	2
X243446_at	2
X243447_at	2
X243449_at	2
X243451_at	2
X243452_at	2
X243453_at	2
X243457_s_at	2
X243459_x_at	2
X243464_at	2
X243466_at	2
X243467_at	2
X243468_at	2
X243471_at	2
X243472_at	2
X243475_at	2
X243477_at	2
X243478_at	2
X243485_at	2
X243488_at	2
X243493_at	2
X243494_at	2
X243497_at	2
X243499_at	2
X243500_at	2
X243501_at	2
X243503_at	2
X243504_at	2
X243506_at	2
X243515_at	2
X243516_at	2
X243517_at	2
X243520_x_at	2
X243534_at	2
X243535_at	2
X243538_at	2
X243540_at	2
X243541_at	2
X243544_at	2
X243548_x_at	2
X243549_at	2
X243551_at	2
X243553_x_at	2
X243556_at	2
X243560_at	2
X243562_at	2
X243564_at	2
X243566_at	2
X243569_at	2
X243571_at	2
X243572_at	2
X243574_at	2
X243575_at	2
X243576_at	2
X243582_at	2
X243583_at	2
X243594_x_at	2
X243595_at	2
X243596_at	2
X243597_at	2
X243600_at	2
X243604_at	2
X243607_at	2
X243609_at	2
X243610_at	2
X243615_at	2
X243620_at	2
X243621_at	2
X243623_at	2
X243627_at	2
X243628_at	2
X243632_at	2
X243633_at	2
X243635_at	2
X243638_at	2
X243639_at	2
X243642_x_at	2
X243647_at	2
X243653_at	2
X243654_at	2
X243657_at	2
X243662_at	2
X243663_at	2
X243668_at	2
X243669_s_at	2
X243670_at	2
X243672_at	2
X243674_at	2
X243676_at	2
X243677_at	2
X243679_at	2
X243680_at	2
X243684_at	2
X243685_at	2
X243686_at	2
X243687_at	2
X243688_at	2
X243689_s_at	2
X243690_at	2
X243692_at	2
X243693_at	2
X243694_at	2
X243698_at	2
X243699_at	2
X243701_at	2
X243703_x_at	2
X243706_at	2
X243707_at	2
X243708_at	2
X243710_at	2
X243714_at	2
X243717_at	2
X243721_at	2
X243725_at	2
X243730_at	2
X243737_at	2
X243741_at	2
X243742_at	2
X243743_at	2
X243753_at	2
X243757_at	2
X243769_at	2
X243776_at	2
X243783_at	2
X243789_at	2
X243794_at	2
X243795_s_at	2
X243800_at	2
X243804_at	2
X243805_at	2
X243809_at	2
X243813_at	2
X243814_at	2
X243822_at	2
X243823_at	2
X243825_at	2
X243828_at	2
X243831_at	2
X243833_at	2
X243836_at	2
X243842_at	2
X243844_at	2
X243853_at	2
X243854_at	2
X243856_at	2
X243859_at	2
X243866_x_at	2
X243867_at	2
X243870_at	2
X243873_at	2
X243875_at	2
X243877_at	2
X243879_at	2
X243883_at	2
X243884_at	2
X243886_at	2
X243891_at	2
X243892_at	2
X243893_at	2
X243896_at	2
X243897_at	2
X243898_at	2
X243900_at	2
X243901_at	2
X243903_at	2
X243909_x_at	2
X243911_at	2
X243912_x_at	2
X243913_at	2
X243917_at	2
X243922_at	2
X243923_at	2
X243926_at	2
X243928_s_at	2
X243930_x_at	2
X243932_at	2
X243935_at	2
X243939_at	2
X243941_at	2
X243944_at	2
X243949_at	2
X243950_at	2
X243954_at	2
X243956_at	2
X243960_x_at	2
X243961_at	2
X243962_at	2
X243969_at	2
X243971_x_at	2
X243972_at	2
X243975_at	2
X243977_at	2
X243978_at	2
X243979_at	2
X243983_at	2
X243986_at	2
X243987_at	2
X243989_at	2
X243991_at	2
X244003_at	2
X244005_at	2
X244018_at	2
X244025_at	2
X244032_at	2
X244034_at	2
X244036_at	2
X244040_at	2
X244049_at	2
X244051_at	2
X244059_at	2
X244060_at	2
X244063_at	2
X244064_at	2
X244068_at	2
X244069_at	2
X244070_at	2
X244071_at	2
X244072_at	2
X244073_at	2
X244077_at	2
X244079_at	2
X244084_at	2
X244087_at	2
X244088_at	2
X244089_at	2
X244091_at	2
X244092_at	2
X244094_at	2
X244095_at	2
X244096_at	2
X244097_at	2
X244098_at	2
X244099_at	2
X244101_at	2
X244102_at	2
X244106_at	2
X244108_at	2
X244109_at	2
X244113_at	2
X244117_at	2
X244120_at	2
X244123_at	2
X244124_at	2
X244125_at	2
X244127_at	2
X244128_x_at	2
X244129_at	2
X244130_at	2
X244131_at	2
X244134_at	2
X244135_at	2
X244136_at	2
X244138_at	2
X244140_at	2
X244141_at	2
X244142_at	2
X244143_at	2
X244148_at	2
X244149_at	2
X244151_at	2
X244152_at	2
X244155_x_at	2
X244156_at	2
X244157_x_at	2
X244158_at	2
X244159_at	2
X244160_at	2
X244167_at	2
X244169_x_at	2
X244170_at	2
X244173_at	2
X244174_at	2
X244175_at	2
X244176_at	2
X244178_at	2
X244184_at	2
X244186_at	2
X244188_at	2
X244192_x_at	2
X244199_at	2
X244200_at	2
X244204_at	2
X244205_at	2
X244207_at	2
X244210_at	2
X244211_at	2
X244214_at	2
X244217_at	2
X244218_at	2
X244221_at	2
X244227_at	2
X244228_at	2
X244229_at	2
X244232_at	2
X244234_at	2
X244237_at	2
X244238_at	2
X244240_at	2
X244242_at	2
X244243_at	2
X244249_at	2
X244250_at	2
X244252_at	2
X244253_at	2
X244254_at	2
X244255_at	2
X244256_at	2
X244258_at	2
X244262_x_at	2
X244266_at	2
X244269_at	2
X244273_at	2
X244276_at	2
X244277_at	2
X244278_at	2
X244280_at	2
X244282_at	2
X244283_x_at	2
X244284_at	2
X244285_at	2
X244294_at	2
X244295_at	2
X244296_at	2
X244299_at	2
X244300_at	2
X244303_at	2
X244306_at	2
X244309_at	2
X244311_at	2
X244314_at	2
X244319_at	2
X244322_at	2
X244325_at	2
X244329_at	2
X244330_at	2
X244333_at	2
X244336_at	2
X244339_at	2
X244343_at	2
X244351_at	2
X244355_at	2
X244360_at	2
X244363_at	2
X244364_at	2
X244365_at	2
X244366_at	2
X244367_at	2
X244368_x_at	2
X244369_at	2
X244371_at	2
X244372_at	2
X244378_at	2
X244380_at	2
X244381_at	2
X244388_at	2
X244389_at	2
X244390_at	2
X244391_at	2
X244392_at	2
X244394_at	2
X244399_at	2
X244403_at	2
X244409_at	2
X244410_at	2
X244412_at	2
X244417_at	2
X244419_at	2
X244421_at	2
X244422_at	2
X244423_at	2
X244430_at	2
X244431_at	2
X244432_at	2
X244436_at	2
X244438_at	2
X244440_at	2
X244442_at	2
X244445_at	2
X244447_at	2
X244448_at	2
X244449_at	2
X244452_at	2
X244453_at	2
X244460_at	2
X244463_at	2
X244465_at	2
X244468_at	2
X244469_at	2
X244471_x_at	2
X244479_at	2
X244481_at	2
X244482_at	2
X244484_at	2
X244488_at	2
X244489_at	2
X244492_at	2
X244493_at	2
X244494_at	2
X244505_at	2
X244507_at	2
X244510_at	2
X244514_at	2
X244516_at	2
X244518_at	2
X244520_at	2
X244525_at	2
X244526_at	2
X244527_at	2
X244529_at	2
X244537_at	2
X244538_at	2
X244540_at	2
X244543_s_at	2
X244544_at	2
X244552_at	2
X244553_at	2
X244554_at	2
X244557_at	2
X244558_at	2
X244562_s_at	2
X244564_at	2
X244572_at	2
X244573_at	2
X244574_at	2
X244575_at	2
X244576_at	2
X244577_at	2
X244582_at	2
X244583_at	2
X244585_at	2
X244588_at	2
X244589_at	2
X244591_x_at	2
X244595_at	2
X244596_at	2
X244600_at	2
X244601_at	2
X244602_at	2
X244603_at	2
X244606_at	2
X244608_at	2
X244609_at	2
X244612_at	2
X244616_x_at	2
X244618_at	2
X244628_at	2
X244629_s_at	2
X244630_at	2
X244632_at	2
X244637_at	2
X244643_at	2
X244645_at	2
X244649_at	2
X244651_at	2
X244652_at	2
X244653_at	2
X244657_at	2
X244666_at	2
X244667_at	2
X244668_at	2
X244672_at	2
X244675_at	2
X244676_s_at	2
X244681_at	2
X244683_at	2
X244685_at	2
X244686_at	2
X244690_at	2
X244694_at	2
X244701_at	2
X244708_at	2
X244709_at	2
X244711_at	2
X244713_at	2
X244717_x_at	2
X244718_at	2
X244719_at	2
X244720_at	2
X244721_at	2
X244723_at	2
X244724_at	2
X244728_at	2
X244729_at	2
X244730_x_at	2
X244732_at	2
X244734_at	2
X244735_at	2
X244739_at	2
X244742_at	2
X244744_at	2
X244748_at	2
X244750_at	2
X244759_x_at	2
X244760_at	2
X244762_at	2
X244765_at	2
X244769_at	2
X244770_at	2
X244771_at	2
X244776_at	2
X244779_at	2
X244782_at	2
X244785_at	2
X244787_at	2
X244789_at	2
X244792_at	2
X244794_at	2
X244797_at	2
X244798_at	2
X244799_s_at	2
X244800_x_at	2
X244806_at	2
X244807_at	2
X244810_at	2
X244816_at	2
X244821_at	2
X244823_at	2
X244824_at	2
X244827_at	2
X244831_at	2
